,trial_number,ml,mr,pr,pl,rr,rl,revealed_o_l,revealed_x_l,revealed_o_r,revealed_x_r,mag_left,mag_right,info_amb,info_l,info_r,prob_out_l,prob_out_r,prob_out_l_bayes,prob_out_r_bayes,ambig_l,ambig_r,prob_out_ambig,prob_out_unambig,mag_ambig,mag_unambig,resp_amb_1,prob_out_ambig_bayes
140,140,115.0,5.0,0.92,0.52,0.4,1.0,23.0,27.0,3.0,17.0,115.0,5.0,0.4,1.0,0.4,0.54,0.85,0.54,0.8181818181818182,0.0,1.0,0.85,0.54,5.0,115.0,,0.8181818181818182
141,141,77.0,118.0,0.56,0.76,1.0,1.0,12.0,38.0,23.0,27.0,77.0,118.0,1.0,1.0,1.0,0.76,0.54,0.76,0.54,0.0,0.0,,,,,,
142,142,29.0,25.0,0.92,0.86,1.0,1.0,6.0,44.0,4.0,46.0,29.0,25.0,1.0,1.0,1.0,0.88,0.92,0.88,0.92,0.0,0.0,,,,,,
143,143,91.0,84.0,0.84,0.68,1.0,0.4,7.0,13.0,8.0,42.0,91.0,84.0,0.4,0.4,1.0,0.65,0.84,0.6363636363636364,0.84,1.0,0.0,0.65,0.84,91.0,84.0,,0.6363636363636364
144,144,144.0,114.0,0.48,0.44,1.0,1.0,28.0,22.0,26.0,24.0,144.0,114.0,1.0,1.0,1.0,0.44,0.48,0.44,0.48,0.0,0.0,,,,,,
145,145,-93.0,-127.0,0.4,0.64,1.0,1.0,19.0,31.0,30.0,20.0,-93.0,-127.0,1.0,1.0,1.0,0.62,0.4,0.62,0.4,0.0,0.0,,,,,,
146,146,-13.0,-9.0,0.48,0.62,0.02,1.0,20.0,30.0,0.0,1.0,-13.0,-9.0,0.02,1.0,0.02,0.6,1.0,0.6,0.6666666666666666,0.0,1.0,1.0,0.6,-9.0,-13.0,,0.6666666666666666
147,147,-16.0,-46.0,0.3,0.64,0.4,1.0,18.0,32.0,15.0,5.0,-16.0,-46.0,0.4,1.0,0.4,0.64,0.25,0.64,0.2727272727272727,0.0,1.0,0.25,0.64,-46.0,-16.0,,0.2727272727272727
148,148,-25.0,-16.0,0.9,0.44,0.06,1.0,26.0,24.0,1.0,2.0,-25.0,-16.0,0.06,1.0,0.06,0.48,0.6666666666666666,0.48,0.6,0.0,1.0,0.6666666666666666,0.48,-16.0,-25.0,,0.6
149,149,-23.0,-7.0,0.68,0.64,1.0,1.0,17.0,33.0,16.0,34.0,-23.0,-7.0,1.0,1.0,1.0,0.66,0.68,0.66,0.68,0.0,0.0,,,,,,
150,150,-87.0,-55.0,0.8,0.4,1.0,0.1,4.0,1.0,10.0,40.0,-87.0,-55.0,0.1,0.1,1.0,0.2,0.8,0.2857142857142857,0.8,1.0,0.0,0.2,0.8,-87.0,-55.0,,0.2857142857142857
151,151,-136.0,-29.0,0.52,0.44,1.0,1.0,28.0,22.0,24.0,26.0,-136.0,-29.0,1.0,1.0,1.0,0.44,0.52,0.44,0.52,0.0,0.0,,,,,,
152,152,-33.0,-20.0,0.56,0.1,0.1,1.0,46.0,4.0,1.0,4.0,-33.0,-20.0,0.1,1.0,0.1,0.08,0.8,0.08,0.7142857142857143,0.0,1.0,0.8,0.08,-20.0,-33.0,,0.7142857142857143
153,153,-11.0,-19.0,0.5,0.5,1.0,1.0,24.0,26.0,26.0,24.0,-11.0,-19.0,1.0,1.0,1.0,0.52,0.48,0.52,0.48,0.0,0.0,,,,,,
154,154,-85.0,-70.0,0.9,0.32,0.8,1.0,33.0,17.0,6.0,34.0,-85.0,-70.0,0.8,1.0,0.8,0.34,0.85,0.34,0.8333333333333334,0.0,1.0,0.85,0.34,-70.0,-85.0,,0.8333333333333334
155,155,138.0,106.0,0.6,0.48,1.0,1.0,25.0,25.0,21.0,29.0,138.0,106.0,1.0,1.0,1.0,0.5,0.58,0.5,0.58,0.0,0.0,,,,,,
156,156,30.0,63.0,0.48,0.56,1.0,0.1,3.0,2.0,26.0,24.0,30.0,63.0,0.1,0.1,1.0,0.4,0.48,0.42857142857142855,0.48,1.0,0.0,0.4,0.48,30.0,63.0,,0.42857142857142855
157,157,67.0,66.0,0.84,0.76,0.8,1.0,12.0,38.0,9.0,31.0,67.0,66.0,0.8,1.0,0.8,0.76,0.775,0.76,0.7619047619047619,0.0,1.0,0.775,0.76,66.0,67.0,,0.7619047619047619
158,158,30.0,48.0,0.56,0.76,1.0,1.0,12.0,38.0,22.0,28.0,30.0,48.0,1.0,1.0,1.0,0.76,0.56,0.76,0.56,0.0,0.0,,,,,,
159,159,101.0,82.0,0.84,0.68,1.0,0.4,5.0,15.0,8.0,42.0,101.0,82.0,0.4,0.4,1.0,0.75,0.84,0.7272727272727273,0.84,1.0,0.0,0.75,0.84,101.0,82.0,,0.7272727272727273
160,160,-91.0,-84.0,0.84,0.68,1.0,0.4,7.0,13.0,8.0,42.0,-91.0,-84.0,0.4,0.4,1.0,0.65,0.84,0.6363636363636364,0.84,1.0,0.0,0.65,0.84,-91.0,-84.0,,0.6363636363636364
161,161,-63.0,-13.0,0.4,0.48,1.0,1.0,25.0,25.0,30.0,20.0,-63.0,-13.0,1.0,1.0,1.0,0.5,0.4,0.5,0.4,0.0,0.0,,,,,,
162,162,-35.0,-47.0,0.4,0.6,1.0,0.1,2.0,3.0,30.0,20.0,-35.0,-47.0,0.1,0.1,1.0,0.6,0.4,0.5714285714285714,0.4,1.0,0.0,0.6,0.4,-35.0,-47.0,,0.5714285714285714
163,163,-7.0,-5.0,0.76,0.84,1.0,1.0,9.0,41.0,11.0,39.0,-7.0,-5.0,1.0,1.0,1.0,0.82,0.78,0.82,0.78,0.0,0.0,,,,,,
164,164,-11.0,-14.0,0.24,0.48,1.0,1.0,26.0,24.0,37.0,13.0,-11.0,-14.0,1.0,1.0,1.0,0.48,0.26,0.48,0.26,0.0,0.0,,,,,,
165,165,37.0,100.0,0.2,0.82,1.0,1.0,10.0,40.0,39.0,11.0,37.0,100.0,1.0,1.0,1.0,0.8,0.22,0.8,0.22,0.0,0.0,,,,,,
166,166,39.0,75.0,0.8,0.76,1.0,1.0,12.0,38.0,9.0,41.0,39.0,75.0,1.0,1.0,1.0,0.76,0.82,0.76,0.82,0.0,0.0,,,,,,
167,167,136.0,29.0,0.52,0.44,1.0,1.0,28.0,22.0,24.0,26.0,136.0,29.0,1.0,1.0,1.0,0.44,0.52,0.44,0.52,0.0,0.0,,,,,,
168,168,87.0,55.0,0.8,0.4,1.0,0.1,4.0,1.0,10.0,40.0,87.0,55.0,0.1,0.1,1.0,0.2,0.8,0.2857142857142857,0.8,1.0,0.0,0.2,0.8,87.0,55.0,,0.2857142857142857
169,169,85.0,70.0,0.9,0.32,0.8,1.0,33.0,17.0,6.0,34.0,85.0,70.0,0.8,1.0,0.8,0.34,0.85,0.34,0.8333333333333334,0.0,1.0,0.85,0.34,70.0,85.0,,0.8333333333333334
